"wkn_514000";"wkn_515100";"wkn_519000";"wkn_543900";"wkn_555200";"wkn_555750";"wkn_575200";"wkn_500340"
112.88;44.525;44.69;101.75;23.17;13.2;49.17;44.12
112.44;44.41;44.67;100.43;22.85;13.22;49.7;43.71
113.99;45.225;45.21;100.01;23.31;13.24;50.98;43.89
113.88;44.56;45.88;101.41;24.24;13.47;51.4;43.9
113.33;43.915;45.44;100.97;25.63;13.41;51.18;43.75
113.4;43.73;45.46;102.48;25.31;13.45;50.36;43.85
113.45;43.685;45.97;105.6;25.25;13.45;50.86;42.99
113.85;43.845;46.38;104.79;25.22;13.36;51.74;42.3
114.46;44.105;47.9;106.61;25.22;12.75;51.62;42.32
116.71;44.24;47.78;107.36;25.1;12.74;51.87;42.23
116.25;43.955;47.3;105.9;24.88;12.66;50.41;45.24
116.4;43.98;47.39;104.4;23.96;12.6;50.64;45.7
114.96;43.46;48.54;103.0;23.45;12.6;49.77;44.73
117.75;43.86;50.44;103.27;23.53;12.71;50.18;44.7
116.7;43.9;49.97;103.6;23.4;12.61;49.54;44.95
116.37;44.15;50.63;105.7;23.5;12.67;50.11;45.34
115.77;44.33;49.72;104.72;23.8;12.51;49.64;44.97
115.43;44.235;49.25;104.65;24.3;12.49;49.49;45.07
117.0;45.085;49.53;105.8;24.5;12.59;51.25;45.81
116.6;45.67;49.34;104.32;24.07;12.64;53.28;44.9
116.9;45.74;49.37;105.6;24.08;12.99;53.42;45.2
117.45;45.38;50.01;105.0;23.99;13.42;52.7;45.31
115.85;45.3;49.33;102.54;23.53;13.3;52.39;44.85
112.13;45.565;49.56;104.0;23.43;13.42;52.49;45.56
112.25;45.13;50.52;103.29;23.36;13.6;52.27;46.26
112.38;45.09;49.98;103.7;23.28;13.73;52.4;46.91
112.95;45.975;49.63;104.9;23.66;13.78;53.55;47.31
113.15;46.25;50.52;106.05;23.94;14.37;54.16;47.15
111.75;46.205;49.87;106.3;24.03;14.1;54.52;47.07
110.9;45.935;48.71;106.0;23.84;13.88;54.44;45.95
108.35;44.19;47.45;103.83;23.65;13.78;52.9;45.09
106.4;43.21;47.1;101.55;23.79;13.65;51.35;45.15
106.89;43.565;47.03;102.71;23.88;13.76;52.1;45.38
109.53;44.425;47.52;103.75;23.96;13.71;53.5;45.1
108.45;44.195;47.33;102.63;23.72;13.63;53.55;44.6
108.21;43.88;47.39;101.65;23.57;13.6;54.25;44.2
110.12;44.73;49.22;104.0;24.35;13.73;55.51;45.2
111.78;45.94;49.36;105.91;24.7;13.89;56.26;45.66
112.7;47.085;49.51;105.8;24.77;13.78;55.98;45.51
113.05;47.425;49.16;105.5;24.47;13.76;56.84;44.92
113.52;47.975;49.13;105.05;24.42;13.79;56.51;44.8
111.76;47.61;48.5;104.1;24.03;13.7;56.23;44.99
109.43;47.005;47.79;102.0;23.94;13.46;56.04;44.55
109.09;46.97;48.19;102.74;23.93;13.47;56.34;44.94
107.85;46.45;47.89;101.0;23.57;13.53;55.29;44.84
105.66;46.355;47.24;100.35;23.43;13.59;55.17;44.9
107.24;47.6;47.78;103.45;23.62;13.66;56.15;45.55
107.2;48.425;47.66;103.97;23.94;13.64;55.81;47.2
106.96;48.125;47.75;103.19;23.98;13.64;56.0;46.75
108.56;48.81;48.42;104.6;23.77;13.73;56.44;47.49
108.49;48.6;49.05;106.15;23.64;13.75;57.2;47.71
106.95;48.26;47.93;105.3;23.22;13.61;56.3;47.24
108.2;49.22;49.43;107.05;23.56;13.65;56.36;47.69
108.62;49.755;49.45;107.65;23.64;13.74;56.02;47.3
105.35;48.3;48.28;105.25;23.48;13.51;54.4;46.4
105.3;48.05;47.8;105.7;23.29;13.44;55.4;46.19
106.19;48.69;48.85;106.4;23.35;13.56;56.11;46.75
107.53;49.475;48.6;106.16;23.29;13.55;56.3;46.75
108.09;49.55;49.63;106.61;23.24;13.57;56.85;45.95
107.3;49.695;49.04;106.88;23.04;13.49;56.73;45.65
105.3;48.955;47.68;104.7;22.83;13.32;55.62;44.8
106.27;49.4;47.88;109.05;22.68;13.39;56.27;45.1
103.9;48.81;47.44;107.4;22.57;13.2;54.86;44.84
104.9;48.99;47.97;109.0;22.6;13.21;55.15;45.05
102.75;48.1;47.22;106.7;22.09;13.02;53.81;44.84
101.11;47.435;46.25;108.5;21.93;12.92;52.9;44.27
97.49;46.725;44.64;103.8;21.45;12.58;50.89;43.1
98.21;45.775;45.06;103.95;21.4;12.62;50.42;43.63
98.0;47.3;44.96;104.2;21.08;12.56;52.0;44.65
101.5;47.65;45.94;106.35;21.52;12.59;52.19;44.65
98.83;46.705;43.8;103.9;21.28;12.52;51.82;43.6
100.42;46.94;43.65;102.9;21.18;12.86;52.5;42.51
98.78;45.935;42.91;100.6;21.3;12.71;51.98;42.79
98.05;47.05;43.23;98.9;21.0;12.58;52.5;43.12
102.6;47.235;43.97;97.64;20.74;12.85;51.6;43.22
102.8;47.2;44.26;98.12;21.01;13.01;54.24;43.55
98.06;45.67;43.82;94.74;20.42;13.16;52.59;43.39
95.5;45.88;44.54;92.99;20.87;13.04;52.2;43.11
96.68;46.61;44.35;93.69;20.76;13.19;52.8;42.67
94.4;45.925;44.21;94.08;20.76;13.2;52.14;42.81
93.26;45.9;44.54;94.34;20.84;13.23;55.18;43.28
91.5;44.86;43.43;88.78;20.34;13.03;53.35;41.08
94.5;45.16;44.03;90.0;20.54;13.22;54.25;42.22
92.95;45.27;43.83;90.98;20.65;13.43;54.68;41.97
93.12;46.09;43.88;90.64;20.4;13.43;56.7;41.89
93.0;46.035;44.04;92.83;20.79;13.43;56.61;42.5
91.17;46.185;43.68;93.19;21.28;13.53;56.06;42.76
91.82;46.5;44.19;94.08;21.62;13.56;56.93;42.53
91.66;46.6;44.01;94.54;21.39;13.58;56.33;42.65
90.2;46.365;43.37;93.14;20.81;13.43;56.02;41.91
90.05;47.015;43.45;92.59;21.0;13.45;55.78;41.9
89.55;47.6;43.79;94.35;20.9;13.53;56.75;42.07
91.2;48.66;44.88;95.79;21.33;13.67;58.16;43.29
91.84;48.2;45.06;96.79;21.4;13.65;57.92;43.23
94.55;48.805;45.62;97.18;21.66;13.68;58.52;43.5
92.33;47.785;44.95;96.15;21.42;13.52;57.24;43.46
92.3;47.395;45.18;95.24;21.57;13.53;56.8;43.0
89.99;46.565;43.62;90.97;20.94;13.44;55.17;42.63
89.25;46.025;42.89;88.78;20.93;13.36;54.65;42.48
90.42;46.305;43.67;90.6;20.85;13.45;55.13;42.61
90.06;46.19;43.0;91.69;20.74;13.56;55.14;42.62
91.35;46.76;43.02;92.8;20.61;13.73;55.72;42.83
90.0;46.615;42.91;92.1;21.13;13.67;56.08;42.65
88.21;46.74;42.19;90.25;20.82;13.7;56.48;42.75
90.39;47.375;42.43;91.49;20.98;13.77;57.3;43.67
93.7;48.17;42.9;94.2;21.03;13.92;58.2;44.7
92.0;48.11;42.19;92.98;20.7;13.87;57.89;44.8
91.84;47.98;43.57;96.91;20.64;13.87;56.1;45.1
89.75;48.615;45.0;97.02;20.56;13.78;56.49;44.78
89.45;48.7;45.18;96.18;20.28;13.68;56.1;45.04
89.15;48.25;47.09;97.05;19.99;13.74;56.14;44.91
90.46;48.55;46.35;97.58;20.16;13.71;56.21;45.65
90.34;48.68;45.35;97.35;20.36;13.78;55.7;46.0
91.8;48.63;45.68;99.05;20.18;13.85;56.69;46.05
93.5;47.85;46.25;99.7;20.04;13.76;55.72;45.85
95.3;47.765;45.78;99.8;19.95;13.72;55.44;46.23
95.4;47.615;46.57;100.45;20.34;13.59;55.24;45.68
95.61;47.86;47.38;99.39;20.75;13.75;55.1;44.9
95.13;48.435;47.41;98.3;20.92;13.63;55.61;43.84
94.6;48.1;47.3;99.4;21.17;13.64;55.39;44.45
93.78;47.4;47.2;98.7;21.32;13.59;55.28;44.54
93.5;47.645;47.65;99.25;21.61;13.78;56.68;44.25
92.69;47.725;47.2;99.25;21.99;13.68;57.59;44.08
91.35;47.435;46.85;98.65;21.64;13.51;57.76;43.89
90.65;47.575;46.44;97.5;21.42;13.32;58.51;43.95
90.84;48.08;46.26;98.9;21.49;13.25;58.54;43.8
90.3;47.795;46.18;97.6;21.0;13.23;59.78;44.0
88.75;48.4;45.81;97.2;20.97;13.21;60.2;44.0
88.58;47.94;45.53;98.1;20.63;13.28;58.47;43.57
88.26;48.26;45.25;97.7;20.75;13.35;59.0;44.06
87.39;47.845;45.02;96.3;20.68;13.39;58.68;43.67
86.0;48.5;45.46;96.35;20.89;13.87;57.92;44.41
87.85;49.03;45.66;101.9;21.0;14.27;58.29;45.22
88.35;49.17;46.35;104.8;21.29;14.13;57.88;45.2
89.01;48.12;45.86;102.45;20.93;14.07;57.22;44.96
92.49;47.885;46.11;104.3;20.9;14.16;57.56;45.88
88.9;46.595;45.04;103.52;20.49;13.96;55.79;45.75
86.8;46.48;44.32;103.2;20.32;13.91;56.78;45.09
84.8;46.32;44.76;101.4;20.09;13.88;57.02;44.73
85.7;46.985;43.4;101.1;20.58;14.1;56.72;45.46
84.08;46.8;41.57;99.2;20.16;14.11;56.8;45.5
83.1;46.88;41.77;97.1;20.93;14.1;55.79;47.22
83.4;46.355;41.37;98.85;21.52;14.22;55.69;47.86
84.14;45.81;41.41;99.0;22.3;14.19;54.74;48.1
85.44;46.16;42.28;96.3;22.08;14.59;54.86;48.37
86.6;46.55;42.71;96.3;22.36;14.69;55.26;48.3
84.8;45.175;42.22;92.99;22.36;14.74;54.2;46.26
84.35;44.97;41.99;91.15;22.19;14.82;54.21;46.5
82.7;43.725;40.65;86.85;21.86;15.12;53.1;45.4
82.5;45.025;40.97;88.44;21.75;15.08;54.8;45.51
82.46;45.8;39.95;85.2;21.69;15.1;55.44;45.45
82.72;46.505;40.19;84.52;21.54;15.17;57.17;45.69
84.0;46.225;40.64;87.05;22.34;15.18;56.84;46.03
83.0;45.6;39.9;87.3;22.51;14.79;55.91;45.24
84.5;45.39;40.01;86.65;22.64;15.05;55.95;45.77
88.8;46.695;40.87;89.05;22.79;15.21;56.06;45.89
88.16;46.97;40.86;88.36;22.73;15.08;56.18;45.2
90.25;47.475;41.59;88.8;23.14;15.1;56.42;45.19
89.35;47.335;41.79;88.84;23.4;15.1;55.93;46.04
87.85;47.225;40.94;85.71;23.23;15.25;56.63;45.75
89.0;48.11;41.33;88.0;23.45;15.22;57.77;46.38
89.6;48.41;41.26;89.73;23.1;15.19;58.25;45.59
90.15;48.44;41.19;91.82;23.09;15.07;58.27;45.57
91.5;48.195;41.83;92.09;23.48;15.13;58.66;46.85
91.21;48.355;42.0;93.17;23.75;15.13;58.88;47.2
90.9;48.92;41.66;93.7;24.04;15.14;60.25;47.1
88.75;49.255;40.97;89.99;23.59;15.09;59.71;46.97
88.9;48.9;41.26;88.18;23.61;15.1;59.42;47.65
87.25;48.255;40.43;85.7;23.21;15.1;58.28;46.8
87.55;48.57;40.89;85.6;23.2;15.05;58.94;47.2
87.09;48.9;40.37;83.73;23.04;14.98;59.98;47.58
87.25;49.395;40.45;87.04;23.3;15.01;60.74;48.23
87.8;50.48;42.9;88.64;23.41;15.01;62.06;48.9
88.7;50.62;42.2;87.9;23.41;15.07;61.4;49.95
89.48;50.63;42.73;88.74;23.31;15.03;62.37;50.93
87.79;50.325;42.8;86.56;23.01;14.86;61.33;49.93
87.75;50.685;42.13;85.12;22.61;14.89;61.67;50.11
86.9;50.975;40.9;77.98;22.66;14.99;62.15;49.66
86.85;52.125;42.27;76.54;22.9;15.44;63.53;49.5
86.0;51.96;42.16;78.07;23.96;15.47;64.8;48.43
84.25;52.08;41.94;75.09;24.05;15.5;65.36;46.65
84.25;50.055;42.3;76.08;23.83;15.48;64.31;45.55
84.25;49.585;41.6;77.28;23.71;15.27;63.94;44.84
84.9;49.77;41.48;79.2;23.3;15.15;63.57;44.75
82.3;49.415;40.0;76.33;22.61;15.19;62.59;43.09
82.42;47.905;39.94;78.67;22.28;15.06;60.71;40.86
80.0;47.2;38.78;77.67;22.16;15.0;59.77;40.77
78.4;45.8;37.8;76.42;22.05;15.02;60.18;41.15
73.4;42.305;36.28;74.07;20.93;14.32;54.86;39.1
75.5;42.975;36.29;74.5;21.07;13.99;55.29;40.78
72.83;40.07;34.56;70.15;20.22;13.05;51.69;38.27
78.59;42.175;36.69;73.72;21.57;13.44;55.12;41.21
75.3;41.63;36.89;71.7;21.6;13.47;53.17;41.21
76.9;42.0;37.68;74.21;21.98;13.62;53.83;41.1
77.3;42.975;37.42;74.57;21.72;13.63;53.44;41.85
76.74;42.74;37.52;71.18;21.81;13.51;52.87;43.02
75.5;43.775;37.03;70.11;21.68;13.76;55.15;42.52
77.7;43.975;37.62;70.58;21.92;13.58;54.82;43.36
77.0;43.54;38.39;71.5;21.94;13.38;55.9;43.25
73.8;42.25;36.39;67.68;21.36;13.13;53.27;41.92
74.35;42.79;35.08;66.75;21.94;13.28;54.9;42.19
76.49;42.44;34.55;65.08;21.77;13.41;54.67;41.86
75.15;41.82;34.38;64.73;21.83;13.17;54.48;41.93
75.8;42.165;34.26;64.33;21.7;13.26;55.19;42.3
76.7;43.16;35.71;67.57;21.76;13.34;57.13;43.34
77.68;43.495;35.86;69.03;21.74;13.32;57.8;43.44
75.89;43.585;35.43;67.41;22.13;13.22;57.52;43.5
74.5;42.79;35.5;65.55;22.5;13.07;55.68;43.1
76.6;43.625;35.84;67.48;22.88;13.23;54.5;44.06
76.1;44.23;36.66;67.9;22.9;13.12;55.09;44.03
75.55;43.84;36.46;66.9;22.48;12.76;53.86;43.0
74.9;42.635;36.16;68.44;22.55;12.72;53.67;42.97
74.16;42.1;35.38;66.2;22.35;12.68;52.19;42.4
74.99;42.1;36.32;66.24;22.54;12.9;53.22;43.75
77.9;43.4;37.44;68.35;22.56;13.12;54.27;43.84
77.0;43.22;37.18;68.93;22.75;12.9;54.07;42.99
75.7;42.875;37.12;67.45;22.33;12.57;51.92;42.0
73.77;42.2;36.37;65.13;21.89;12.58;50.82;41.95
73.25;42.12;36.64;64.8;21.75;12.44;50.29;41.8
71.35;40.85;35.31;60.28;21.33;12.09;47.34;41.45
72.0;41.8;35.17;62.0;21.64;12.26;48.17;41.58
71.35;42.0;35.04;61.08;22.11;11.99;47.64;40.25
70.4;41.5;34.74;60.9;21.48;11.88;46.66;39.85
68.9;41.22;34.34;57.07;21.25;11.94;45.6;40.68
72.9;42.2;33.87;57.49;21.03;12.17;47.0;40.69
73.2;42.295;33.96;57.28;20.75;12.05;48.19;41.4
71.75;42.17;33.02;54.76;20.61;11.85;48.63;40.47
69.3;41.445;32.14;52.59;19.97;11.3;47.69;40.37
66.5;41.9;31.41;52.2;19.9;11.24;48.15;38.77
70.25;42.74;32.82;54.79;19.94;11.34;49.38;38.95
70.2;42.415;33.78;55.75;19.61;10.59;49.5;38.8
71.85;42.035;34.3;58.99;19.11;10.58;48.21;39.15
74.25;42.82;35.56;61.74;19.39;10.92;50.38;41.4
71.9;42.05;34.92;61.58;19.41;10.71;49.84;41.35
72.55;42.94;34.78;63.49;19.28;10.81;50.6;41.98
71.84;42.585;34.59;63.71;19.41;10.69;50.54;41.78
72.0;42.82;35.04;65.07;19.38;10.6;50.8;42.2
75.0;43.9;35.99;68.38;19.7;10.91;52.16;42.77
76.27;44.4;36.49;67.65;20.2;11.12;51.68;42.7
75.8;44.525;36.06;68.92;20.35;11.17;52.68;42.3
75.51;44.405;35.74;67.8;20.31;11.19;52.18;42.05
76.35;44.87;36.16;68.5;20.59;11.41;52.05;42.3
75.55;44.635;35.8;67.91;20.44;11.28;52.37;42.05
74.8;44.425;35.87;68.22;19.94;11.36;52.86;41.05
74.61;44.98;36.04;67.73;20.23;11.39;52.3;40.6
73.1;44.42;34.91;66.66;20.03;11.18;51.12;40.37
72.8;44.27;33.93;66.42;19.88;11.12;51.22;40.34
72.57;45.05;33.84;68.25;19.94;11.21;51.2;40.58
74.75;45.5;33.52;71.95;20.23;11.29;51.95;41.43
75.3;45.825;33.87;72.75;20.14;11.08;51.67;41.0
77.5;46.755;35.04;74.46;20.43;11.36;52.66;41.78
76.73;46.58;34.31;74.16;20.13;11.25;53.14;41.29
75.03;45.86;33.68;73.8;19.59;11.07;51.48;40.86
74.6;46.57;33.64;74.41;19.7;11.13;52.13;41.3
76.2;47.1;33.6;76.8;19.81;11.21;53.96;41.9
76.55;45.1;35.12;77.9;20.1;11.4;55.71;41.75
77.35;45.1;35.32;76.3;20.18;11.56;54.42;42.04
76.7;45.32;35.01;76.4;19.92;11.45;54.18;40.72
77.1;45.675;35.18;75.84;20.05;11.54;54.66;41.01
78.45;45.45;36.69;77.21;20.2;11.75;54.68;40.45
78.49;45.75;36.76;76.91;20.92;11.63;55.01;40.5
78.7;45.6;37.22;78.09;21.09;11.48;55.16;42.85
77.64;45.05;37.78;79.02;20.14;11.52;55.37;43.25
77.55;45.155;37.8;79.16;20.21;11.78;56.15;44.19
75.7;44.375;36.26;76.7;20.22;11.81;56.0;44.33
76.5;44.925;36.24;77.55;20.38;11.97;55.9;44.67
76.14;45.36;36.6;78.46;20.28;11.72;56.41;44.35
76.4;45.72;36.66;79.2;20.76;11.87;55.97;44.68
76.45;45.78;36.76;79.29;21.38;11.92;55.12;45.5
76.14;46.38;36.94;82.49;21.73;11.21;55.11;46.76
76.6;46.71;37.23;82.84;22.03;11.14;55.13;46.67
75.35;46.48;36.33;81.4;21.76;10.91;54.3;45.26
74.0;46.86;35.28;79.08;21.4;10.73;54.54;44.66
74.18;47.23;35.87;78.9;21.59;10.99;54.96;45.2
72.5;46.4;35.4;77.1;21.9;10.76;54.84;45.3
73.0;47.0;35.02;76.2;21.63;10.88;54.61;45.0
72.3;46.775;35.83;77.8;21.54;10.76;54.82;44.98
72.7;47.575;36.47;79.35;20.43;10.73;56.22;46.36
73.25;47.855;37.19;80.42;20.33;10.79;56.56;46.02
68.99;48.185;37.91;81.21;20.42;10.75;57.1;45.31
66.9;47.335;36.41;77.5;20.08;10.66;55.86;44.88
66.4;48.17;36.89;75.3;20.05;10.61;56.73;44.8
66.18;48.3;36.89;72.21;20.02;10.7;56.07;44.84
66.5;48.255;36.24;71.65;19.86;10.64;56.46;45.2
64.2;47.285;34.75;68.86;19.56;10.41;55.27;45.32
62.3;47.945;34.26;67.7;19.31;10.29;55.4;44.57
62.43;47.085;34.6;67.09;19.1;10.27;54.71;44.34
61.23;46.435;33.49;63.68;18.83;10.27;53.0;43.7
61.7;47.15;33.35;64.1;18.74;10.41;53.58;44.25
61.92;47.4;33.52;64.3;18.68;10.41;53.76;44.48
62.18;46.845;33.32;64.36;18.71;10.27;52.37;44.65
62.87;47.16;33.87;65.7;18.85;10.3;53.16;44.78
61.2;46.355;33.04;64.25;18.28;10.12;51.57;44.28
60.6;46.225;33.0;63.24;18.0;10.1;52.11;43.43
58.31;44.96;32.51;62.6;17.58;10.02;50.65;42.09
57.96;45.465;32.32;61.95;17.65;10.33;51.68;42.57
58.07;45.245;31.42;61.45;17.38;10.32;52.34;42.12
59.07;45.0;32.0;66.51;17.55;10.62;52.44;42.78
56.86;44.295;30.44;63.69;16.96;10.4;51.82;41.1
54.98;43.65;30.17;63.4;16.4;10.29;53.05;40.38
54.43;43.63;30.55;64.8;16.53;10.42;53.34;40.13
52.07;42.73;30.0;63.46;16.58;10.54;51.93;38.77
54.81;42.56;29.8;63.73;16.57;10.8;52.58;38.83
55.8;43.0;29.81;62.57;16.68;10.98;52.25;38.93
54.79;42.22;29.68;59.46;16.39;10.89;52.78;38.27
53.29;42.27;29.66;60.43;16.17;10.92;54.42;38.43
53.32;41.99;30.49;60.36;15.81;11.17;54.84;37.12
55.3;41.16;29.92;59.98;16.08;11.28;56.0;37.7
54.7;41.28;29.91;59.0;15.86;11.26;55.3;37.39
52.4;40.55;28.97;53.8;15.34;10.92;54.22;36.2
51.55;40.58;28.16;65.4;15.11;10.77;54.5;36.2
51.0;40.57;27.98;73.5;14.87;10.68;54.24;35.0
51.85;40.64;28.6;74.3;15.15;10.69;53.94;36.63
55.28;41.8;29.49;72.25;15.51;10.69;53.11;37.75
56.1;41.44;30.1;72.15;15.69;10.98;53.29;38.04
57.23;41.46;30.57;72.36;15.77;11.05;53.47;38.82
56.9;42.26;30.61;73.1;15.67;10.58;54.21;38.75
59.95;42.54;31.83;73.0;16.28;10.64;54.15;39.13
59.19;41.3;30.87;73.49;15.9;10.74;53.81;39.1
58.65;41.83;30.73;73.04;15.92;10.9;55.84;39.03
57.87;40.91;29.58;71.93;15.28;10.65;55.76;38.3
58.69;41.55;29.51;72.18;15.43;10.76;56.01;39.0
58.63;41.39;29.24;72.05;15.49;10.8;54.46;39.81
59.5;40.95;28.93;72.21;15.14;11.14;55.36;39.36
58.91;40.3;27.36;72.7;14.9;10.96;54.88;39.21
58.45;39.68;26.895;71.93;14.72;11.04;54.62;38.4
61.34;40.03;27.55;72.6;15.44;11.27;55.51;41.39
62.19;40.07;27.87;72.91;15.8;11.27;55.52;43.54
62.0;40.02;27.68;72.49;15.625;11.33;55.71;42.23
63.45;39.96;29.55;72.83;15.81;11.4;54.71;42.2
64.8;40.12;30.84;71.96;15.98;11.49;54.3;43.92
63.0;40.3;31.15;71.46;15.885;11.44;53.9;43.0
60.5;40.07;29.305;73.27;15.5;11.12;53.54;42.3
61.14;39.97;28.985;73.4;15.49;11.0;53.97;42.35
60.51;39.85;29.5;73.9;15.64;11.12;53.83;41.95
59.45;39.88;29.2;73.8;15.58;11.1;53.56;40.9
57.24;39.79;28.52;73.42;15.03;10.89;52.82;39.75
56.68;39.81;28.61;73.37;15.27;10.92;52.9;39.93
56.19;39.2;27.86;73.62;15.04;10.785;52.38;39.29
57.8;39.41;28.73;73.81;15.535;10.92;52.93;39.75
56.5;39.29;28.16;73.72;15.39;10.79;52.23;38.85
56.5;39.57;27.99;73.64;15.56;10.83;53.16;39.07
57.08;39.35;27.81;73.95;15.61;11.1;53.54;38.69
58.24;39.38;28.44;73.96;15.8;11.29;54.1;39.53
58.19;39.39;28.25;74.04;15.98;11.25;53.94;39.96
58.29;39.47;28.35;74.07;16.02;11.35;54.51;40.43
59.25;39.9;29.13;73.98;16.28;11.55;55.38;40.87
59.6;39.82;29.05;73.97;16.28;11.6;54.5;40.15
57.3;39.18;28.29;74.02;15.6;11.2;53.22;39.1
57.52;38.36;27.8;74.03;15.385;11.02;52.63;38.23
60.02;38.56;28.61;73.97;15.655;11.185;52.66;38.74
60.93;37.61;28.89;74.15;15.74;11.23;53.27;38.75
61.2;37.36;28.78;74.0;16.02;11.38;53.94;38.22
59.03;37.61;28.545;73.89;16.2;11.375;53.56;37.05
58.05;38.02;28.635;74.02;16.53;11.52;54.36;37.4
53.22;36.39;28.03;73.16;16.095;10.895;55.54;37.8
52.07;35.71;27.91;72.0;15.98;10.94;55.92;36.8
49.14;33.8;27.13;72.02;15.415;10.64;54.05;36.54
53.1;32.99;27.33;71.5;15.06;10.55;54.23;36.95
57.6;35.09;30.475;70.25;16.0;11.0;57.5;38.36
55.15;34.43;29.785;69.1;15.86;10.645;54.02;38.9
52.89;34.32;28.71;68.0;15.675;10.53;54.56;38.83
55.1;34.64;28.55;67.42;15.815;10.49;54.15;39.64
56.8;35.62;29.15;66.04;15.915;10.92;54.65;40.59
55.11;35.2;28.4;63.4;15.475;10.77;53.62;38.65
48.7;33.72;27.4;60.5;14.715;10.1;52.0;37.58
50.28;34.17;27.42;58.34;14.86;10.775;51.92;37.77
51.74;33.92;26.365;56.05;14.795;11.29;52.49;37.28
50.0;32.38;25.225;51.5;14.79;11.2;49.56;37.01
52.23;33.34;25.59;51.6;14.85;11.57;51.37;37.05
47.5;31.46;24.71;45.0;13.83;11.13;49.31;34.45
43.2;30.52;24.34;46.3;13.7;11.27;49.32;34.65
39.95;28.79;22.72;43.5;12.98;10.83;45.9;33.91
37.5;28.51;22.0;42.0;12.57;10.23;44.55;33.45
